class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
F1-p,F2-x,F3-y,F4-n,F5-f,F6-s,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-s,F14-s,F15-p,F16-p,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-p
F1-p,F2-x,F3-y,F4-n,F5-f,F6-f,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-s,F14-k,F15-w,F16-w,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-p
F1-p,F2-x,F3-s,F4-w,F5-t,F6-f,F7-f,F8-c,F9-b,F10-p,F11-t,F12-b,F13-s,F14-s,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-v,F23-g
F1-p,F2-f,F3-y,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-p,F11-e,F12-b,F13-k,F14-k,F15-p,F16-n,F17-p,F18-w,F19-o,F20-l,F21-h,F22-v,F23-p
F1-e,F2-x,F3-y,F4-n,F5-t,F6-n,F7-f,F8-c,F9-b,F10-e,F11-e,F12-?,F13-s,F14-s,F15-w,F16-w,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-e,F2-x,F3-y,F4-e,F5-t,F6-n,F7-f,F8-c,F9-b,F10-e,F11-e,F12-?,F13-s,F14-s,F15-e,F16-w,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-p,F2-x,F3-s,F4-w,F5-t,F6-f,F7-f,F8-c,F9-b,F10-w,F11-t,F12-b,F13-s,F14-f,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-v,F23-u
F1-p,F2-x,F3-y,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-h,F11-e,F12-b,F13-k,F14-k,F15-b,F16-p,F17-p,F18-w,F19-o,F20-l,F21-h,F22-v,F23-g
F1-p,F2-f,F3-s,F4-b,F5-t,F6-n,F7-f,F8-c,F9-b,F10-g,F11-e,F12-b,F13-s,F14-s,F15-w,F16-w,F17-p,F18-w,F19-t,F20-p,F21-r,F22-v,F23-m
F1-p,F2-f,F3-f,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-h,F11-e,F12-b,F13-k,F14-k,F15-b,F16-p,F17-p,F18-w,F19-o,F20-l,F21-h,F22-v,F23-p
F1-p,F2-x,F3-s,F4-g,F5-t,F6-f,F7-f,F8-c,F9-b,F10-p,F11-t,F12-b,F13-s,F14-f,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-v,F23-g
F1-e,F2-f,F3-s,F4-p,F5-t,F6-n,F7-f,F8-c,F9-b,F10-w,F11-e,F12-?,F13-s,F14-s,F15-e,F16-w,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-e,F2-x,F3-y,F4-n,F5-t,F6-n,F7-f,F8-c,F9-b,F10-e,F11-e,F12-?,F13-s,F14-s,F15-w,F16-e,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-p,F2-b,F3-y,F4-w,F5-t,F6-n,F7-f,F8-c,F9-b,F10-r,F11-e,F12-b,F13-s,F14-s,F15-w,F16-w,F17-p,F18-w,F19-t,F20-p,F21-r,F22-v,F23-m
F1-p,F2-f,F3-y,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-g,F11-e,F12-b,F13-k,F14-k,F15-b,F16-b,F17-p,F18-w,F19-o,F20-l,F21-h,F22-v,F23-d
F1-p,F2-x,F3-y,F4-e,F5-f,F6-y,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-k,F14-k,F15-p,F16-p,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-d
F1-p,F2-x,F3-s,F4-b,F5-t,F6-f,F7-f,F8-c,F9-b,F10-h,F11-t,F12-b,F13-s,F14-f,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-s,F23-g
F1-p,F2-x,F3-s,F4-b,F5-t,F6-f,F7-f,F8-c,F9-b,F10-h,F11-t,F12-b,F13-s,F14-s,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-v,F23-g
F1-p,F2-x,F3-y,F4-n,F5-f,F6-s,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-k,F14-s,F15-w,F16-p,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-p
F1-p,F2-b,F3-y,F4-p,F5-t,F6-n,F7-f,F8-c,F9-b,F10-g,F11-e,F12-b,F13-s,F14-s,F15-w,F16-w,F17-p,F18-w,F19-t,F20-p,F21-r,F22-v,F23-g
F1-e,F2-x,F3-y,F4-c,F5-f,F6-n,F7-f,F8-w,F9-n,F10-w,F11-e,F12-b,F13-s,F14-s,F15-w,F16-n,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-l
F1-p,F2-x,F3-y,F4-n,F5-f,F6-f,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-k,F14-s,F15-p,F16-p,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-d
F1-p,F2-x,F3-s,F4-w,F5-t,F6-f,F7-f,F8-c,F9-b,F10-w,F11-t,F12-b,F13-s,F14-s,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-s,F23-u
F1-p,F2-x,F3-y,F4-n,F5-f,F6-f,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-k,F14-k,F15-p,F16-p,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-d
F1-e,F2-f,F3-y,F4-n,F5-f,F6-n,F7-f,F8-w,F9-n,F10-w,F11-e,F12-b,F13-f,F14-s,F15-w,F16-n,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-l
F1-p,F2-x,F3-y,F4-n,F5-f,F6-y,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-s,F14-k,F15-p,F16-w,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-p
F1-p,F2-f,F3-s,F4-g,F5-t,F6-f,F7-f,F8-c,F9-b,F10-p,F11-t,F12-b,F13-s,F14-s,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-s,F23-u
F1-p,F2-x,F3-y,F4-e,F5-f,F6-y,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-k,F14-s,F15-w,F16-p,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-d
F1-e,F2-x,F3-y,F4-r,F5-f,F6-n,F7-f,F8-c,F9-n,F10-h,F11-e,F12-?,F13-s,F14-f,F15-w,F16-w,F17-p,F18-w,F19-o,F20-f,F21-h,F22-y,F23-d
F1-p,F2-b,F3-y,F4-p,F5-t,F6-n,F7-f,F8-c,F9-b,F10-w,F11-e,F12-b,F13-s,F14-s,F15-w,F16-w,F17-p,F18-w,F19-t,F20-p,F21-r,F22-v,F23-m
F1-e,F2-x,F3-s,F4-p,F5-t,F6-n,F7-f,F8-c,F9-b,F10-w,F11-e,F12-?,F13-s,F14-s,F15-e,F16-w,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-p,F2-x,F3-y,F4-n,F5-f,F6-y,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-k,F14-k,F15-w,F16-w,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-l
F1-p,F2-x,F3-y,F4-n,F5-f,F6-f,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-k,F14-k,F15-w,F16-p,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-p
F1-p,F2-f,F3-s,F4-g,F5-t,F6-f,F7-f,F8-c,F9-b,F10-w,F11-t,F12-b,F13-f,F14-f,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-v,F23-g
F1-p,F2-f,F3-y,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-p,F11-e,F12-b,F13-k,F14-k,F15-p,F16-b,F17-p,F18-w,F19-o,F20-l,F21-h,F22-v,F23-p
F1-p,F2-f,F3-y,F4-p,F5-t,F6-n,F7-f,F8-c,F9-b,F10-r,F11-e,F12-b,F13-s,F14-s,F15-w,F16-w,F17-p,F18-w,F19-t,F20-p,F21-r,F22-v,F23-m
F1-p,F2-x,F3-y,F4-n,F5-f,F6-s,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-k,F14-k,F15-p,F16-p,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-p
F1-p,F2-x,F3-y,F4-n,F5-f,F6-s,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-k,F14-s,F15-w,F16-p,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-d
F1-e,F2-f,F3-s,F4-b,F5-t,F6-n,F7-f,F8-c,F9-b,F10-e,F11-e,F12-?,F13-s,F14-s,F15-e,F16-w,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-p,F2-f,F3-s,F4-b,F5-t,F6-f,F7-f,F8-c,F9-b,F10-p,F11-t,F12-b,F13-s,F14-s,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-v,F23-u
F1-e,F2-x,F3-y,F4-c,F5-f,F6-n,F7-f,F8-w,F9-n,F10-w,F11-e,F12-b,F13-s,F14-f,F15-w,F16-n,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-l
F1-e,F2-x,F3-y,F4-w,F5-f,F6-n,F7-f,F8-c,F9-n,F10-w,F11-e,F12-?,F13-s,F14-f,F15-w,F16-w,F17-p,F18-w,F19-o,F20-f,F21-h,F22-y,F23-d
F1-p,F2-x,F3-y,F4-n,F5-f,F6-y,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-k,F14-k,F15-p,F16-w,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-l
F1-e,F2-f,F3-y,F4-n,F5-f,F6-n,F7-f,F8-w,F9-n,F10-w,F11-e,F12-b,F13-s,F14-s,F15-w,F16-n,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-l
F1-p,F2-x,F3-y,F4-n,F5-f,F6-f,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-k,F14-s,F15-w,F16-p,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-d
F1-p,F2-x,F3-y,F4-n,F5-f,F6-s,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-s,F14-s,F15-p,F16-w,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-d
F1-e,F2-k,F3-y,F4-p,F5-t,F6-n,F7-f,F8-c,F9-b,F10-e,F11-e,F12-?,F13-s,F14-s,F15-e,F16-w,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-p,F2-f,F3-s,F4-w,F5-t,F6-n,F7-f,F8-c,F9-b,F10-r,F11-e,F12-b,F13-s,F14-s,F15-w,F16-w,F17-p,F18-w,F19-t,F20-p,F21-r,F22-v,F23-m
F1-p,F2-x,F3-y,F4-n,F5-f,F6-f,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-k,F14-s,F15-w,F16-p,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-l
F1-p,F2-f,F3-y,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-g,F11-e,F12-b,F13-k,F14-k,F15-n,F16-n,F17-p,F18-w,F19-o,F20-l,F21-h,F22-v,F23-g
F1-e,F2-k,F3-y,F4-n,F5-f,F6-n,F7-f,F8-w,F9-n,F10-w,F11-e,F12-b,F13-s,F14-f,F15-w,F16-n,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-l
F1-p,F2-f,F3-s,F4-g,F5-t,F6-f,F7-f,F8-c,F9-b,F10-p,F11-t,F12-b,F13-f,F14-s,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-v,F23-g
F1-p,F2-f,F3-s,F4-w,F5-t,F6-n,F7-f,F8-c,F9-b,F10-r,F11-e,F12-b,F13-s,F14-s,F15-w,F16-w,F17-p,F18-w,F19-t,F20-p,F21-r,F22-v,F23-g
F1-p,F2-f,F3-f,F4-g,F5-f,F6-f,F7-f,F8-c,F9-b,F10-h,F11-e,F12-b,F13-k,F14-k,F15-n,F16-p,F17-p,F18-w,F19-o,F20-l,F21-h,F22-y,F23-g
F1-e,F2-f,F3-s,F4-n,F5-t,F6-n,F7-f,F8-c,F9-b,F10-w,F11-e,F12-?,F13-s,F14-s,F15-w,F16-e,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-p,F2-x,F3-f,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-p,F11-e,F12-b,F13-k,F14-k,F15-p,F16-p,F17-p,F18-w,F19-o,F20-l,F21-h,F22-y,F23-d
F1-p,F2-x,F3-y,F4-n,F5-f,F6-s,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-k,F14-s,F15-w,F16-p,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-l
F1-p,F2-x,F3-y,F4-e,F5-f,F6-y,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-s,F14-k,F15-w,F16-p,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-p
F1-p,F2-f,F3-y,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-g,F11-e,F12-b,F13-k,F14-k,F15-p,F16-n,F17-p,F18-w,F19-o,F20-l,F21-h,F22-v,F23-g
F1-p,F2-b,F3-s,F4-w,F5-t,F6-n,F7-f,F8-c,F9-b,F10-g,F11-e,F12-b,F13-s,F14-s,F15-w,F16-w,F17-p,F18-w,F19-t,F20-p,F21-r,F22-v,F23-g
F1-p,F2-x,F3-s,F4-b,F5-t,F6-f,F7-f,F8-c,F9-b,F10-p,F11-t,F12-b,F13-s,F14-f,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-v,F23-u
F1-e,F2-f,F3-y,F4-b,F5-t,F6-n,F7-f,F8-c,F9-b,F10-w,F11-e,F12-?,F13-s,F14-s,F15-w,F16-e,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-e,F2-x,F3-f,F4-c,F5-f,F6-n,F7-f,F8-w,F9-n,F10-w,F11-e,F12-b,F13-s,F14-f,F15-w,F16-n,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-l
F1-p,F2-f,F3-s,F4-w,F5-t,F6-f,F7-f,F8-c,F9-b,F10-h,F11-t,F12-b,F13-f,F14-s,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-v,F23-u
F1-e,F2-k,F3-s,F4-p,F5-t,F6-n,F7-f,F8-c,F9-b,F10-e,F11-e,F12-?,F13-s,F14-s,F15-e,F16-w,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-e,F2-k,F3-y,F4-n,F5-t,F6-n,F7-f,F8-c,F9-b,F10-e,F11-e,F12-?,F13-s,F14-s,F15-e,F16-w,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-e,F2-x,F3-y,F4-b,F5-t,F6-n,F7-f,F8-c,F9-b,F10-e,F11-e,F12-?,F13-s,F14-s,F15-e,F16-e,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-p,F2-x,F3-f,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-h,F11-e,F12-b,F13-k,F14-k,F15-p,F16-b,F17-p,F18-w,F19-o,F20-l,F21-h,F22-y,F23-g
F1-p,F2-f,F3-s,F4-g,F5-t,F6-f,F7-f,F8-c,F9-b,F10-h,F11-t,F12-b,F13-f,F14-s,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-v,F23-g
F1-p,F2-f,F3-y,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-g,F11-e,F12-b,F13-k,F14-k,F15-b,F16-b,F17-p,F18-w,F19-o,F20-l,F21-h,F22-v,F23-p
F1-e,F2-x,F3-y,F4-e,F5-t,F6-n,F7-f,F8-c,F9-b,F10-e,F11-e,F12-?,F13-s,F14-s,F15-w,F16-e,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-p,F2-f,F3-s,F4-b,F5-t,F6-f,F7-f,F8-c,F9-b,F10-p,F11-t,F12-b,F13-f,F14-s,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-v,F23-g
F1-e,F2-x,F3-y,F4-n,F5-f,F6-n,F7-f,F8-w,F9-n,F10-w,F11-e,F12-b,F13-s,F14-s,F15-w,F16-n,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-l
F1-p,F2-f,F3-y,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-g,F11-e,F12-b,F13-k,F14-k,F15-p,F16-n,F17-p,F18-w,F19-o,F20-l,F21-h,F22-v,F23-d
F1-p,F2-f,F3-f,F4-g,F5-f,F6-f,F7-f,F8-c,F9-b,F10-g,F11-e,F12-b,F13-k,F14-k,F15-b,F16-n,F17-p,F18-w,F19-o,F20-l,F21-h,F22-v,F23-d
F1-p,F2-b,F3-y,F4-b,F5-t,F6-n,F7-f,F8-c,F9-b,F10-r,F11-e,F12-b,F13-s,F14-s,F15-w,F16-w,F17-p,F18-w,F19-t,F20-p,F21-r,F22-v,F23-g
F1-p,F2-x,F3-y,F4-e,F5-f,F6-y,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-k,F14-s,F15-w,F16-p,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-p
F1-p,F2-f,F3-y,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-p,F11-e,F12-b,F13-k,F14-k,F15-b,F16-n,F17-p,F18-w,F19-o,F20-l,F21-h,F22-y,F23-p
F1-p,F2-f,F3-f,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-g,F11-e,F12-b,F13-k,F14-k,F15-n,F16-p,F17-p,F18-w,F19-o,F20-l,F21-h,F22-v,F23-p
F1-p,F2-f,F3-y,F4-w,F5-t,F6-n,F7-f,F8-c,F9-b,F10-g,F11-e,F12-b,F13-s,F14-s,F15-w,F16-w,F17-p,F18-w,F19-t,F20-p,F21-r,F22-v,F23-g
F1-e,F2-k,F3-s,F4-e,F5-t,F6-n,F7-f,F8-c,F9-b,F10-e,F11-e,F12-?,F13-s,F14-s,F15-w,F16-e,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-p,F2-f,F3-y,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-g,F11-e,F12-b,F13-k,F14-k,F15-n,F16-n,F17-p,F18-w,F19-o,F20-l,F21-h,F22-v,F23-p
F1-e,F2-k,F3-s,F4-n,F5-t,F6-n,F7-f,F8-c,F9-b,F10-e,F11-e,F12-?,F13-s,F14-s,F15-w,F16-e,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-p,F2-f,F3-y,F4-y,F5-f,F6-n,F7-f,F8-c,F9-n,F10-w,F11-e,F12-?,F13-k,F14-y,F15-w,F16-n,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-d
F1-p,F2-f,F3-y,F4-g,F5-f,F6-f,F7-f,F8-c,F9-b,F10-g,F11-e,F12-b,F13-k,F14-k,F15-p,F16-n,F17-p,F18-w,F19-o,F20-l,F21-h,F22-y,F23-p
F1-p,F2-f,F3-y,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-g,F11-e,F12-b,F13-k,F14-k,F15-p,F16-b,F17-p,F18-w,F19-o,F20-l,F21-h,F22-v,F23-g
F1-p,F2-x,F3-y,F4-e,F5-f,F6-y,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-k,F14-s,F15-p,F16-w,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-p
F1-e,F2-f,F3-s,F4-b,F5-t,F6-n,F7-f,F8-c,F9-b,F10-w,F11-e,F12-?,F13-s,F14-s,F15-e,F16-e,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-p,F2-f,F3-s,F4-w,F5-t,F6-f,F7-f,F8-c,F9-b,F10-w,F11-t,F12-b,F13-f,F14-s,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-v,F23-u
F1-p,F2-x,F3-s,F4-w,F5-t,F6-f,F7-f,F8-c,F9-b,F10-w,F11-t,F12-b,F13-f,F14-f,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-s,F23-g
F1-p,F2-f,F3-y,F4-g,F5-f,F6-f,F7-f,F8-c,F9-b,F10-h,F11-e,F12-b,F13-k,F14-k,F15-p,F16-p,F17-p,F18-w,F19-o,F20-l,F21-h,F22-y,F23-d
F1-e,F2-f,F3-y,F4-p,F5-t,F6-n,F7-f,F8-c,F9-b,F10-w,F11-e,F12-?,F13-s,F14-s,F15-e,F16-w,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-p,F2-f,F3-y,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-p,F11-e,F12-b,F13-k,F14-k,F15-n,F16-n,F17-p,F18-w,F19-o,F20-l,F21-h,F22-y,F23-g
F1-p,F2-f,F3-y,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-p,F11-e,F12-b,F13-k,F14-k,F15-n,F16-n,F17-p,F18-w,F19-o,F20-l,F21-h,F22-y,F23-p
F1-e,F2-k,F3-s,F4-e,F5-t,F6-n,F7-f,F8-c,F9-b,F10-w,F11-e,F12-?,F13-s,F14-s,F15-e,F16-e,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-e,F2-x,F3-y,F4-n,F5-t,F6-n,F7-f,F8-c,F9-b,F10-e,F11-e,F12-?,F13-s,F14-s,F15-e,F16-e,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-p,F2-x,F3-y,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-h,F11-e,F12-b,F13-k,F14-k,F15-p,F16-n,F17-p,F18-w,F19-o,F20-l,F21-h,F22-v,F23-g
F1-p,F2-f,F3-s,F4-b,F5-t,F6-f,F7-f,F8-c,F9-b,F10-p,F11-t,F12-b,F13-s,F14-f,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-v,F23-g
F1-p,F2-x,F3-y,F4-g,F5-f,F6-f,F7-f,F8-c,F9-b,F10-g,F11-e,F12-b,F13-k,F14-k,F15-p,F16-p,F17-p,F18-w,F19-o,F20-l,F21-h,F22-v,F23-d
F1-p,F2-f,F3-s,F4-g,F5-t,F6-f,F7-f,F8-c,F9-b,F10-w,F11-t,F12-b,F13-f,F14-f,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-s,F23-u
F1-p,F2-x,F3-s,F4-w,F5-t,F6-f,F7-f,F8-c,F9-b,F10-p,F11-t,F12-b,F13-f,F14-s,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-v,F23-g
F1-p,F2-x,F3-f,F4-n,F5-f,F6-n,F7-f,F8-c,F9-n,F10-w,F11-e,F12-?,F13-k,F14-y,F15-w,F16-y,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-d
F1-p,F2-f,F3-s,F4-b,F5-t,F6-f,F7-f,F8-c,F9-b,F10-h,F11-t,F12-b,F13-s,F14-f,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-s,F23-g
F1-e,F2-f,F3-y,F4-e,F5-t,F6-n,F7-f,F8-c,F9-b,F10-e,F11-e,F12-?,F13-s,F14-s,F15-e,F16-e,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-p,F2-f,F3-y,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-g,F11-e,F12-b,F13-k,F14-k,F15-p,F16-n,F17-p,F18-w,F19-o,F20-l,F21-h,F22-y,F23-g
F1-p,F2-x,F3-s,F4-b,F5-t,F6-f,F7-f,F8-c,F9-b,F10-p,F11-t,F12-b,F13-s,F14-f,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-s,F23-u
F1-e,F2-k,F3-f,F4-n,F5-f,F6-n,F7-f,F8-w,F9-n,F10-w,F11-e,F12-b,F13-f,F14-s,F15-w,F16-n,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-l
F1-p,F2-f,F3-y,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-p,F11-e,F12-b,F13-k,F14-k,F15-b,F16-b,F17-p,F18-w,F19-o,F20-l,F21-h,F22-y,F23-g
F1-e,F2-k,F3-y,F4-c,F5-f,F6-n,F7-f,F8-w,F9-n,F10-w,F11-e,F12-b,F13-f,F14-f,F15-w,F16-n,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-l
F1-p,F2-x,F3-f,F4-g,F5-f,F6-f,F7-f,F8-c,F9-b,F10-p,F11-e,F12-b,F13-k,F14-k,F15-p,F16-p,F17-p,F18-w,F19-o,F20-l,F21-h,F22-y,F23-p
F1-p,F2-x,F3-y,F4-n,F5-f,F6-y,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-k,F14-k,F15-w,F16-w,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-p
F1-e,F2-f,F3-y,F4-p,F5-t,F6-n,F7-f,F8-c,F9-b,F10-w,F11-e,F12-?,F13-s,F14-s,F15-w,F16-w,F17-p,F18-w,F19-t,F20-e,F21-w,F22-c,F23-w
F1-p,F2-x,F3-s,F4-b,F5-t,F6-f,F7-f,F8-c,F9-b,F10-h,F11-t,F12-b,F13-f,F14-f,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-v,F23-g
F1-p,F2-x,F3-y,F4-g,F5-f,F6-f,F7-f,F8-c,F9-b,F10-h,F11-e,F12-b,F13-k,F14-k,F15-b,F16-n,F17-p,F18-w,F19-o,F20-l,F21-h,F22-y,F23-d
F1-p,F2-f,F3-y,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-p,F11-e,F12-b,F13-k,F14-k,F15-p,F16-b,F17-p,F18-w,F19-o,F20-l,F21-h,F22-y,F23-g
F1-p,F2-x,F3-y,F4-e,F5-f,F6-y,F7-f,F8-c,F9-n,F10-b,F11-t,F12-?,F13-s,F14-k,F15-p,F16-p,F17-p,F18-w,F19-o,F20-e,F21-w,F22-v,F23-d
F1-e,F2-f,F3-y,F4-r,F5-f,F6-n,F7-f,F8-c,F9-n,F10-w,F11-e,F12-?,F13-s,F14-f,F15-w,F16-w,F17-p,F18-w,F19-o,F20-f,F21-h,F22-y,F23-d
F1-p,F2-f,F3-y,F4-y,F5-f,F6-f,F7-f,F8-c,F9-b,F10-p,F11-e,F12-b,F13-k,F14-k,F15-n,F16-b,F17-p,F18-w,F19-o,F20-l,F21-h,F22-y,F23-p
F1-p,F2-x,F3-s,F4-g,F5-t,F6-f,F7-f,F8-c,F9-b,F10-h,F11-t,F12-b,F13-f,F14-f,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-v,F23-g
F1-p,F2-x,F3-s,F4-w,F5-t,F6-f,F7-f,F8-c,F9-b,F10-w,F11-t,F12-b,F13-f,F14-f,F15-w,F16-w,F17-p,F18-w,F19-o,F20-p,F21-h,F22-v,F23-g
