x,x.1,x.2,x.3,o,o.1,x.4,o.2,o.3,positive
F1-o,F2-o,F3-o,F4-x,F5-o,F6-x,F7-x,F8-x,F9-b,F10-negative
F1-o,F2-o,F3-o,F4-x,F5-o,F6-x,F7-x,F8-b,F9-x,F10-negative
F1-o,F2-o,F3-o,F4-x,F5-o,F6-x,F7-b,F8-x,F9-x,F10-negative
F1-o,F2-o,F3-o,F4-x,F5-b,F6-x,F7-x,F8-x,F9-o,F10-negative
F1-o,F2-o,F3-o,F4-x,F5-b,F6-x,F7-x,F8-o,F9-x,F10-negative
F1-o,F2-o,F3-o,F4-x,F5-b,F6-x,F7-x,F8-b,F9-b,F10-negative
F1-o,F2-o,F3-o,F4-x,F5-b,F6-x,F7-o,F8-x,F9-x,F10-negative
F1-o,F2-o,F3-o,F4-x,F5-b,F6-x,F7-b,F8-x,F9-b,F10-negative
F1-o,F2-o,F3-o,F4-x,F5-b,F6-x,F7-b,F8-b,F9-x,F10-negative
F1-o,F2-o,F3-o,F4-x,F5-b,F6-b,F7-x,F8-x,F9-b,F10-negative
F1-o,F2-o,F3-o,F4-x,F5-b,F6-b,F7-x,F8-b,F9-x,F10-negative
F1-o,F2-o,F3-o,F4-x,F5-b,F6-b,F7-b,F8-x,F9-x,F10-negative
F1-o,F2-o,F3-o,F4-o,F5-x,F6-x,F7-x,F8-x,F9-b,F10-negative
F1-o,F2-o,F3-o,F4-o,F5-x,F6-x,F7-x,F8-b,F9-x,F10-negative
F1-o,F2-o,F3-o,F4-o,F5-x,F6-x,F7-b,F8-x,F9-x,F10-negative
F1-o,F2-o,F3-o,F4-b,F5-x,F6-x,F7-x,F8-x,F9-o,F10-negative
F1-o,F2-o,F3-o,F4-b,F5-x,F6-x,F7-x,F8-o,F9-x,F10-negative
F1-o,F2-o,F3-o,F4-b,F5-x,F6-x,F7-x,F8-b,F9-b,F10-negative
F1-o,F2-o,F3-o,F4-b,F5-x,F6-x,F7-o,F8-x,F9-x,F10-negative
F1-o,F2-o,F3-o,F4-b,F5-x,F6-x,F7-b,F8-x,F9-b,F10-negative
F1-o,F2-o,F3-o,F4-b,F5-x,F6-x,F7-b,F8-b,F9-x,F10-negative
F1-o,F2-o,F3-o,F4-b,F5-x,F6-b,F7-x,F8-x,F9-b,F10-negative
F1-o,F2-o,F3-o,F4-b,F5-x,F6-b,F7-x,F8-b,F9-x,F10-negative
F1-o,F2-o,F3-o,F4-b,F5-x,F6-b,F7-b,F8-x,F9-x,F10-negative
F1-o,F2-o,F3-o,F4-b,F5-b,F6-x,F7-x,F8-x,F9-b,F10-negative
F1-o,F2-o,F3-o,F4-b,F5-b,F6-x,F7-x,F8-b,F9-x,F10-negative
F1-o,F2-o,F3-o,F4-b,F5-b,F6-x,F7-b,F8-x,F9-x,F10-negative
F1-o,F2-o,F3-b,F4-x,F5-o,F6-x,F7-x,F8-x,F9-o,F10-negative
F1-o,F2-o,F3-b,F4-x,F5-o,F6-x,F7-x,F8-o,F9-x,F10-negative
F1-o,F2-o,F3-b,F4-o,F5-x,F6-x,F7-o,F8-x,F9-x,F10-negative
F1-o,F2-b,F3-x,F4-x,F5-o,F6-x,F7-x,F8-o,F9-o,F10-negative
F1-o,F2-b,F3-x,F4-x,F5-o,F6-x,F7-o,F8-x,F9-o,F10-negative
F1-o,F2-b,F3-x,F4-x,F5-o,F6-x,F7-b,F8-b,F9-o,F10-negative
F1-o,F2-b,F3-x,F4-x,F5-o,F6-o,F7-x,F8-x,F9-o,F10-negative
F1-o,F2-b,F3-x,F4-x,F5-o,F6-b,F7-x,F8-b,F9-o,F10-negative
F1-o,F2-b,F3-x,F4-x,F5-o,F6-b,F7-b,F8-x,F9-o,F10-negative
F1-o,F2-b,F3-x,F4-o,F5-x,F6-x,F7-o,F8-x,F9-o,F10-negative
F1-o,F2-b,F3-x,F4-o,F5-x,F6-x,F7-o,F8-b,F9-b,F10-negative
F1-o,F2-b,F3-x,F4-o,F5-x,F6-o,F7-o,F8-x,F9-x,F10-negative
F1-o,F2-b,F3-x,F4-o,F5-x,F6-b,F7-o,F8-x,F9-b,F10-negative
F1-o,F2-b,F3-x,F4-o,F5-x,F6-b,F7-o,F8-b,F9-x,F10-negative
F1-o,F2-b,F3-x,F4-o,F5-o,F6-x,F7-x,F8-x,F9-o,F10-negative
F1-o,F2-b,F3-x,F4-o,F5-b,F6-x,F7-o,F8-x,F9-b,F10-negative
F1-o,F2-b,F3-x,F4-o,F5-b,F6-b,F7-o,F8-x,F9-x,F10-negative
F1-o,F2-b,F3-x,F4-b,F5-o,F6-x,F7-x,F8-b,F9-o,F10-negative
F1-o,F2-b,F3-x,F4-b,F5-o,F6-x,F7-b,F8-x,F9-o,F10-negative
F1-o,F2-b,F3-x,F4-b,F5-o,F6-b,F7-x,F8-x,F9-o,F10-negative
F1-o,F2-b,F3-o,F4-x,F5-x,F6-o,F7-x,F8-x,F9-o,F10-negative
F1-o,F2-b,F3-o,F4-x,F5-o,F6-x,F7-x,F8-x,F9-o,F10-negative
F1-o,F2-b,F3-o,F4-x,F5-o,F6-x,F7-o,F8-x,F9-x,F10-negative
F1-o,F2-b,F3-o,F4-o,F5-x,F6-x,F7-o,F8-x,F9-x,F10-negative
F1-o,F2-b,F3-b,F4-x,F5-o,F6-x,F7-x,F8-b,F9-o,F10-negative
F1-o,F2-b,F3-b,F4-x,F5-o,F6-x,F7-b,F8-x,F9-o,F10-negative
F1-o,F2-b,F3-b,F4-x,F5-o,F6-b,F7-x,F8-x,F9-o,F10-negative
F1-o,F2-b,F3-b,F4-o,F5-x,F6-x,F7-o,F8-x,F9-b,F10-negative
F1-o,F2-b,F3-b,F4-o,F5-x,F6-x,F7-o,F8-b,F9-x,F10-negative
F1-o,F2-b,F3-b,F4-o,F5-x,F6-b,F7-o,F8-x,F9-x,F10-negative
F1-o,F2-b,F3-b,F4-o,F5-b,F6-x,F7-o,F8-x,F9-x,F10-negative
F1-o,F2-b,F3-b,F4-b,F5-o,F6-x,F7-x,F8-x,F9-o,F10-negative
F1-b,F2-x,F3-x,F4-x,F5-x,F6-o,F7-o,F8-o,F9-o,F10-negative
F1-b,F2-x,F3-x,F4-x,F5-o,F6-x,F7-o,F8-o,F9-o,F10-negative
F1-b,F2-x,F3-x,F4-x,F5-b,F6-b,F7-o,F8-o,F9-o,F10-negative
F1-b,F2-x,F3-x,F4-o,F5-x,F6-x,F7-o,F8-o,F9-o,F10-negative
F1-b,F2-x,F3-x,F4-o,F5-o,F6-o,F7-x,F8-x,F9-o,F10-negative
F1-b,F2-x,F3-x,F4-o,F5-o,F6-o,F7-x,F8-o,F9-x,F10-negative
F1-b,F2-x,F3-x,F4-o,F5-o,F6-o,F7-x,F8-b,F9-b,F10-negative
F1-b,F2-x,F3-x,F4-o,F5-o,F6-o,F7-o,F8-x,F9-x,F10-negative
F1-b,F2-x,F3-x,F4-o,F5-o,F6-o,F7-b,F8-x,F9-b,F10-negative
F1-b,F2-x,F3-x,F4-o,F5-o,F6-o,F7-b,F8-b,F9-x,F10-negative
F1-b,F2-x,F3-x,F4-b,F5-x,F6-b,F7-o,F8-o,F9-o,F10-negative
F1-b,F2-x,F3-x,F4-b,F5-b,F6-x,F7-o,F8-o,F9-o,F10-negative
F1-b,F2-x,F3-o,F4-x,F5-x,F6-o,F7-x,F8-o,F9-o,F10-negative
F1-b,F2-x,F3-o,F4-x,F5-x,F6-o,F7-b,F8-b,F9-o,F10-negative
F1-b,F2-x,F3-o,F4-x,F5-o,F6-x,F7-o,F8-x,F9-o,F10-negative
F1-b,F2-x,F3-o,F4-x,F5-o,F6-x,F7-o,F8-o,F9-x,F10-negative
F1-b,F2-x,F3-o,F4-x,F5-o,F6-x,F7-o,F8-b,F9-b,F10-negative
F1-b,F2-x,F3-o,F4-x,F5-o,F6-o,F7-x,F8-x,F9-o,F10-negative
F1-b,F2-x,F3-o,F4-x,F5-o,F6-o,F7-o,F8-x,F9-x,F10-negative
F1-b,F2-x,F3-o,F4-x,F5-o,F6-b,F7-o,F8-x,F9-b,F10-negative
F1-b,F2-x,F3-o,F4-x,F5-o,F6-b,F7-o,F8-b,F9-x,F10-negative
F1-b,F2-x,F3-o,F4-x,F5-b,F6-o,F7-x,F8-b,F9-o,F10-negative
F1-b,F2-x,F3-o,F4-x,F5-b,F6-o,F7-b,F8-x,F9-o,F10-negative
F1-b,F2-x,F3-o,F4-o,F5-o,F6-x,F7-o,F8-x,F9-x,F10-negative
F1-b,F2-x,F3-o,F4-b,F5-x,F6-o,F7-x,F8-b,F9-o,F10-negative
F1-b,F2-x,F3-o,F4-b,F5-o,F6-x,F7-o,F8-x,F9-b,F10-negative
F1-b,F2-x,F3-o,F4-b,F5-o,F6-x,F7-o,F8-b,F9-x,F10-negative
F1-b,F2-x,F3-o,F4-b,F5-o,F6-b,F7-o,F8-x,F9-x,F10-negative
F1-b,F2-x,F3-o,F4-b,F5-b,F6-o,F7-x,F8-x,F9-o,F10-negative
F1-b,F2-x,F3-b,F4-x,F5-x,F6-b,F7-o,F8-o,F9-o,F10-negative
F1-b,F2-x,F3-b,F4-x,F5-b,F6-x,F7-o,F8-o,F9-o,F10-negative
F1-b,F2-x,F3-b,F4-o,F5-o,F6-o,F7-x,F8-x,F9-b,F10-negative
F1-b,F2-x,F3-b,F4-o,F5-o,F6-o,F7-x,F8-b,F9-x,F10-negative
F1-b,F2-x,F3-b,F4-o,F5-o,F6-o,F7-b,F8-x,F9-x,F10-negative
F1-b,F2-x,F3-b,F4-b,F5-x,F6-x,F7-o,F8-o,F9-o,F10-negative
F1-b,F2-o,F3-x,F4-x,F5-o,F6-x,F7-x,F8-o,F9-o,F10-negative
F1-b,F2-o,F3-x,F4-x,F5-o,F6-x,F7-b,F8-o,F9-b,F10-negative
F1-b,F2-o,F3-x,F4-x,F5-o,F6-o,F7-x,F8-o,F9-x,F10-negative
F1-b,F2-o,F3-x,F4-x,F5-o,F6-b,F7-x,F8-o,F9-b,F10-negative
F1-b,F2-o,F3-x,F4-x,F5-o,F6-b,F7-b,F8-o,F9-x,F10-negative
F1-b,F2-o,F3-x,F4-b,F5-o,F6-x,F7-x,F8-o,F9-b,F10-negative
F1-b,F2-o,F3-x,F4-b,F5-o,F6-b,F7-x,F8-o,F9-x,F10-negative
F1-b,F2-o,F3-o,F4-x,F5-x,F6-o,F7-x,F8-x,F9-o,F10-negative
F1-b,F2-o,F3-o,F4-x,F5-o,F6-x,F7-x,F8-o,F9-x,F10-negative
F1-b,F2-o,F3-o,F4-x,F5-o,F6-x,F7-o,F8-x,F9-x,F10-negative
F1-b,F2-o,F3-b,F4-x,F5-o,F6-x,F7-x,F8-o,F9-b,F10-negative
F1-b,F2-o,F3-b,F4-x,F5-o,F6-x,F7-b,F8-o,F9-x,F10-negative
F1-b,F2-o,F3-b,F4-x,F5-o,F6-b,F7-x,F8-o,F9-x,F10-negative
F1-b,F2-o,F3-b,F4-b,F5-o,F6-x,F7-x,F8-o,F9-x,F10-negative
F1-b,F2-b,F3-x,F4-x,F5-x,F6-b,F7-o,F8-o,F9-o,F10-negative
F1-b,F2-b,F3-x,F4-x,F5-b,F6-x,F7-o,F8-o,F9-o,F10-negative
F1-b,F2-b,F3-x,F4-o,F5-o,F6-o,F7-x,F8-x,F9-b,F10-negative
F1-b,F2-b,F3-x,F4-o,F5-o,F6-o,F7-x,F8-b,F9-x,F10-negative
F1-b,F2-b,F3-x,F4-o,F5-o,F6-o,F7-b,F8-x,F9-x,F10-negative
F1-b,F2-b,F3-x,F4-b,F5-x,F6-x,F7-o,F8-o,F9-o,F10-negative
F1-b,F2-b,F3-o,F4-x,F5-x,F6-o,F7-x,F8-b,F9-o,F10-negative
F1-b,F2-b,F3-o,F4-x,F5-x,F6-o,F7-b,F8-x,F9-o,F10-negative
F1-b,F2-b,F3-o,F4-x,F5-o,F6-x,F7-o,F8-x,F9-b,F10-negative
F1-b,F2-b,F3-o,F4-x,F5-o,F6-x,F7-o,F8-b,F9-x,F10-negative
F1-b,F2-b,F3-o,F4-x,F5-o,F6-b,F7-o,F8-x,F9-x,F10-negative
F1-b,F2-b,F3-o,F4-x,F5-b,F6-o,F7-x,F8-x,F9-o,F10-negative
F1-b,F2-b,F3-o,F4-b,F5-x,F6-o,F7-x,F8-x,F9-o,F10-negative
F1-b,F2-b,F3-o,F4-b,F5-o,F6-x,F7-o,F8-x,F9-x,F10-negative
F1-x,F2-x,F3-o,F4-o,F5-x,F6-x,F7-x,F8-o,F9-o,F10-negative
F1-x,F2-x,F3-o,F4-o,F5-o,F6-x,F7-x,F8-x,F9-o,F10-negative
F1-x,F2-x,F3-o,F4-o,F5-o,F6-x,F7-x,F8-o,F9-x,F10-negative
F1-x,F2-o,F3-x,F4-x,F5-x,F6-o,F7-o,F8-x,F9-o,F10-negative
F1-x,F2-o,F3-x,F4-x,F5-o,F6-x,F7-o,F8-x,F9-o,F10-negative
F1-x,F2-o,F3-x,F4-x,F5-o,F6-o,F7-o,F8-x,F9-x,F10-negative
F1-x,F2-o,F3-x,F4-o,F5-x,F6-x,F7-o,F8-x,F9-o,F10-negative
F1-x,F2-o,F3-x,F4-o,F5-o,F6-x,F7-x,F8-x,F9-o,F10-negative
F1-x,F2-o,F3-o,F4-o,F5-x,F6-x,F7-x,F8-x,F9-o,F10-negative
F1-o,F2-x,F3-x,F4-x,F5-x,F6-o,F7-o,F8-o,F9-x,F10-negative
F1-o,F2-x,F3-x,F4-x,F5-o,F6-o,F7-x,F8-o,F9-x,F10-negative
F1-o,F2-x,F3-x,F4-x,F5-o,F6-o,F7-o,F8-x,F9-x,F10-negative
F1-o,F2-x,F3-o,F4-x,F5-x,F6-o,F7-x,F8-o,F9-x,F10-negative
F1-o,F2-x,F3-o,F4-x,F5-o,F6-x,F7-x,F8-o,F9-x,F10-negative
F1-o,F2-x,F3-o,F4-o,F5-x,F6-x,F7-x,F8-o,F9-x,F10-negative
F1-o,F2-o,F3-x,F4-x,F5-x,F6-o,F7-o,F8-x,F9-x,F10-negative
